index,Best Performance
4121,0.97
4122,0.93
4123,1.0
4124,0.84
4125,0.96
4126,0.77
4127,0.99
4128,0.81
4129,0.62
4130,0.86
4131,0.86
4132,1.0
4133,1.0
4134,0.8
4135,0.94
4136,0.91
4137,1.0
4138,0.87
4139,0.99
4140,1.0
4141,0.98
4142,0.4
4143,1.0
4144,0.66
4145,0.92
4146,0.99
4147,0.95
4148,1.0
4149,0.94
4150,0.81
4151,1.0
4152,0.92
4153,0.62
4154,0.92
4155,0.66
4156,1.0
4157,0.95
4158,0.77
4159,0.93
4160,0.99
4161,0.95
4162,0.86
4163,0.97
4164,0.85
4165,0.91
4166,0.95
4167,0.73
4168,1.0
4169,0.83
4170,1.0
4171,0.96
4172,0.97
4173,1.0
4174,0.78
4175,0.95
4176,0.89
4177,0.93
4178,0.26
4179,0.74
4180,0.78
4181,1.0
4182,0.37
4183,0.98
4184,1.0
4185,0.97
4186,0.8
4187,0.98
4188,0.96
4189,0.73
4190,0.85
4191,0.88
4192,0.9
4193,0.99
4194,0.96
4195,0.97
4196,0.85
4197,0.98
4198,0.99
4199,0.91
4200,0.89
4201,0.96
4202,0.74
4203,0.88
4204,0.88
4205,0.82
4206,0.81
4207,0.82
4208,1.0
4209,0.94
4210,0.17
4211,0.72
4212,0.92
4213,0.74
4214,0.9
4215,0.24666666666666665
4216,1.0
4217,0.93
4218,0.98
4219,0.86
4220,0.91
4221,0.85
4222,0.84
4223,0.96
4224,0.98
4225,0.96
4226,0.99
4227,0.9
4228,0.87
4229,0.99
4230,0.88
4231,1.0
4232,0.98
4233,0.9
4234,0.77
4235,0.85
4236,0.88
4237,0.87
4238,1.0
4239,0.96
4240,0.81
4241,0.78
4242,0.9
4243,0.92
4244,0.81
4245,0.87
4246,0.93
4247,0.91
4248,0.98
4249,1.0
4250,0.87
4251,0.86
4252,0.99
4253,0.86
4254,0.99
4255,0.95
4256,1.0
4257,0.99
4258,0.77
4259,0.96
4260,0.95
4261,0.97
4262,0.95
4263,0.77
4264,0.98
4265,0.97
4266,0.97
4267,0.97
4268,0.74
4269,0.95
4270,0.96
4271,0.82
4272,0.7
4273,0.67
4274,0.99
4275,0.24333333333333335
4276,1.0
4277,1.0
4278,0.94
4279,0.73
4280,0.92
4281,0.68
4282,0.94
4283,0.98
4284,0.96
4285,0.93
4286,0.86
4287,1.0
4288,1.0
4289,0.76
4290,1.0
4291,0.98
4292,0.98
4293,0.8
4294,0.89
4295,0.86
4296,0.98
4297,0.9
4298,0.45
4299,0.97
4300,0.26
4301,1.0
4302,0.88
4303,0.82
4304,0.81
4305,1.0
4306,0.96
4307,1.0
4308,0.92
4309,0.99
4310,0.97
4311,0.99
4312,0.94
4313,0.95
4314,0.48
4315,0.71
4316,0.88
4317,0.81
4318,0.84
4319,0.9
4320,0.99
4321,0.99
4322,0.52
4323,0.93
4324,1.0
4325,0.74
4326,0.32
4327,0.87
4328,0.83
4329,0.79
4330,0.47
4331,0.96
4332,0.99
4333,0.3
4334,0.79
4335,0.95
4336,0.94
4337,0.99
4338,0.96
4339,0.88
4340,0.93
4341,0.85
4342,0.09
4343,0.9
4344,0.94
4345,0.98
4346,0.44
4347,0.99
4348,0.98
4349,0.98
4350,1.0
4351,0.79
4352,0.8
4353,0.84
4354,1.0
4355,0.84
4356,0.99
4357,0.91
4358,0.97
4359,1.0
4360,0.97
4361,0.97
4362,0.96
4363,0.91
4364,0.98
4365,0.84
4366,0.96
4367,0.97
4368,0.78
4369,0.6
4370,0.82
4371,0.92
4372,0.32
4373,0.35
4374,1.0
4375,1.0
4376,0.88
4377,0.96
4378,0.98
4379,0.59
4380,0.98
4381,0.98
4382,0.81
4383,0.91
4384,0.92
4385,0.94
4386,0.78
4387,0.66
4388,0.92
4389,0.82
4390,0.4
4391,0.51
4392,0.99
4393,0.96
4394,0.98
4395,0.87
4396,0.48
4397,0.97
4398,0.82
4399,0.96
4400,0.58
4401,0.92
4402,0.81
4403,0.49
4404,0.99
4405,0.95
4406,0.93
4407,0.85
4408,1.0
4409,0.94
4410,0.37
4411,0.9
4412,1.0
4413,0.76
4414,1.0
4415,0.43
4416,0.98
4417,0.96
4418,0.87
4419,1.0
4420,0.84
4421,0.91
4422,0.94
4423,0.96
4424,0.97
4425,0.8
4426,0.98
4427,1.0
4428,0.75
4429,0.99
4430,0.95
4431,0.68
4432,0.8
4433,0.98
4434,0.97
4435,0.77
4436,0.99
4437,0.82
4438,0.96
4439,0.88
4440,0.92
4441,0.95
4442,0.92
4443,1.0
4444,0.63
4445,0.98
4446,0.4
4447,0.96
4448,0.95
4449,0.55
4450,0.94
4451,0.35
4452,1.0
4453,1.0
4454,0.96
4455,0.91
4456,0.98
4457,0.9
4458,0.98
4459,0.99
4460,0.98
4461,0.96
4462,0.56
4463,0.99
4464,0.8
4465,1.0
4466,0.42
4467,0.85
4468,0.93
4469,0.96
4470,0.99
4471,0.86
4472,0.99
4473,0.59
4474,0.8
4475,0.96
4476,0.8
4477,0.99
4478,0.92
4479,1.0
4480,0.93
4481,0.97
4482,0.69
4483,0.99
4484,0.87
4485,0.77
4486,0.99
4487,1.0
4488,0.91
4489,0.94
4490,0.75
4491,0.97
4492,0.99
4493,0.99
4494,0.95
4495,0.94
4496,0.99
4497,0.98
4498,1.0
4499,0.87
4500,0.87
4501,1.0
4502,0.73
4503,0.85
4504,0.27
4505,0.99
4506,0.14
4507,0.96
4508,0.92
4509,0.74
4510,0.99
4511,0.93
4512,0.93
4513,0.52
4514,0.87
4515,0.98
4516,0.51
4517,0.91
4518,0.94
4519,0.87
4520,1.0
4521,0.95
4522,0.73
4523,0.65
4524,0.72
4525,0.94
4526,0.99
4527,0.98
4528,0.98
4529,1.0
4530,1.0
4531,0.93
4532,0.85
4533,0.96
4534,0.95
4535,0.99
4536,0.95
4537,1.0
4538,0.7425
4539,0.97
4540,0.75
4541,0.95
4542,0.88
4543,0.9
4544,0.89
4545,0.93
4546,0.96
4547,0.99
4548,0.84
4549,1.0
4550,0.94
4551,0.92
4552,0.96
4553,0.93
4554,0.92
4555,0.99
4556,0.29
4557,0.98
4558,0.91
4559,0.89
4560,0.93
4561,0.97
4562,1.0
4563,0.39
4564,0.98
4565,0.72
4566,0.93
4567,0.99
4568,0.85
4569,0.98
4570,0.97
4571,0.99
4572,0.95
4573,0.98
4574,0.86
4575,0.96
4576,0.95
4577,0.98
4578,0.51
4579,0.89
4580,0.99
4581,0.87
4582,0.85
4583,0.69
4584,0.61
4585,0.55
4586,0.53
4587,0.99
4588,0.92
4589,0.94
4590,0.73
4591,0.72
4592,0.96
4593,0.85
4594,0.99
4595,0.93
4596,0.98
4597,0.97
4598,0.97
4599,0.43
4600,1.0
4601,0.96
4602,0.99
4603,0.9
4604,0.97
4605,0.64
4606,0.51
4607,0.97
4608,0.93
4609,0.93
4610,0.98
4611,1.0
4612,0.35
4613,0.6
4614,0.83
4615,0.72
4616,0.8493333333333334
4617,0.71
4618,1.0
4619,0.76
4620,0.87
4621,0.88
4622,0.89
4623,0.95
4624,0.8
4625,0.47
4626,0.97
4627,1.0
4628,0.86
4629,0.98
4630,0.56
4631,0.94
4632,0.93
4633,0.79
4634,0.47
4635,0.96
4636,0.98
4637,0.97
4638,0.97
4639,1.0
4640,0.99
4641,0.92
4642,0.94
4643,0.92
4644,1.0
4645,0.97
4646,0.31
4647,0.67
4648,0.99
4649,0.93
4650,0.98
4651,0.98
4652,0.88
4653,0.86
4654,1.0
4655,0.91
4656,0.99
4657,0.99
4658,0.69
4659,0.92
4660,0.96
4661,0.98
4662,0.98
4663,0.36
4664,0.89
4665,0.96
4666,0.97
4667,0.93
4668,1.0
4669,0.97
4670,0.98
4671,0.86
4672,0.89
4673,0.83
4674,0.84
4675,0.62
4676,0.84
4677,0.99
4678,0.96
4679,0.98
4680,1.0
4681,0.96
4682,0.91
4683,0.97
4684,0.96
4685,0.99
4686,0.93
4687,0.93
4688,0.41
4689,0.97
4690,0.92
4691,0.99
4692,0.96
4693,0.78
4694,0.99
4695,0.55
4696,0.57
4697,0.95
4698,0.96
4699,0.94
4700,1.0
4701,0.98
4702,0.99
4703,0.8
4704,0.15
4705,0.84
4706,0.98
4707,0.89
4708,0.97
4709,0.87
4710,0.91
4711,0.58
4712,0.75
4713,0.65
4714,1.0
4715,0.89
4716,0.99
4717,0.82
4718,0.88
4719,0.95
4720,0.99
4721,0.96
4722,0.94
4723,0.85
4724,0.6
4725,0.54
4726,1.0
4727,0.99
4728,0.98
4729,0.87
4730,0.94
4731,0.86
4732,0.95
4733,0.66
4734,0.94
4735,0.71
4736,0.93
4737,0.97
4738,0.91
4739,0.89
4740,0.57
4741,0.81
4742,0.561
4743,0.97
4744,0.8
4745,0.91
4746,0.99
4747,0.92
4748,0.96
4749,0.41
4750,0.97
4751,0.35
4752,0.39
4753,0.8
4754,1.0
4755,0.95
4756,0.58
4757,0.88
4758,0.96
4759,0.91
4760,0.96
4761,1.0
4762,0.96
4763,0.5
4764,1.0
4765,0.97
4766,1.0
4767,0.9
4768,0.86
4769,0.87
4770,0.91
4771,0.85
4772,0.9
4773,0.95
4774,0.71
4775,1.0
4776,0.34
4777,0.99
4778,0.9
4779,1.0
4780,1.0
4781,0.85
4782,0.88
4783,0.48
4784,0.95
4785,1.0
4786,0.86
4787,0.8
4788,0.89
4789,0.77
4790,0.86
4791,0.91
4792,0.81
4793,0.39
4794,0.26
4795,0.88
4796,0.7
4797,1.0
4798,1.0
4799,0.85
4800,0.92
4801,0.9
4802,0.84
4803,0.95
4804,0.91
4805,0.74
4806,0.96
4807,0.97
4808,1.0
4809,0.98
4810,0.89
4811,0.99
4812,0.99
4813,0.85
4814,0.99
4815,0.84
4816,1.0
4817,0.97
4818,0.55
4819,0.91
4820,0.98
4821,0.43
4822,0.8
4823,1.0
4824,0.97
4825,0.35
4826,0.98
4827,0.88
4828,0.96
4829,0.97
4830,0.98
4831,0.44
4832,0.8
4833,0.3
4834,0.94
4835,0.91
4836,0.43
4837,0.81
4838,0.75
4839,0.83
4840,0.94
4841,0.93
4842,0.99
4843,0.9
4844,0.94
4845,1.0
4846,0.97
4847,0.96
4848,0.31
4849,0.99
4850,0.98
4851,1.0
4852,0.91
4853,0.95
4854,1.0
4855,0.47
4856,0.75
4857,0.79
4858,1.0
4859,0.43
4860,0.97
4861,0.88
4862,0.97
4863,0.99
4864,0.89
4865,0.51
4866,0.42
4867,0.96
4868,0.98
4869,1.0
4870,1.0
4871,0.99
4872,0.84
4873,0.97
4874,1.0
4875,0.98
4876,0.9
4877,0.73
4878,0.97
4879,1.0
4880,0.9
4881,0.96
4882,1.0
4883,0.99
4884,0.98
4885,0.86
4886,0.7
4887,1.0
4888,0.8
4889,0.81
4890,0.82
4891,0.97
4892,0.8
4893,0.4
4894,0.76
4895,0.97
4896,1.0
4897,0.85
4898,0.85
4899,0.99
4900,0.92
4901,0.97
4902,1.0
4903,0.93
4904,0.95
4905,0.99
4906,0.97
4907,0.7
4908,0.92
4909,0.98
4910,0.93
4911,0.98
4912,0.87
4913,0.94
4914,0.96
4915,0.71
4916,0.86
4917,0.91
4918,0.58
4919,0.97
4920,0.99
4921,0.97
4922,0.93
4923,0.8
4924,0.75
4925,0.98
4926,0.95
4927,0.95
4928,0.88
4929,0.97
4930,0.4
4931,0.72
4932,1.0
4933,1.0
4934,0.96
4935,0.95
4936,0.82
4937,0.83
4938,0.84
4939,0.78
4940,0.89
4941,0.9
4942,0.98
4943,0.97
4944,0.99
4945,0.8
4946,0.71
4947,0.99
4948,0.98
4949,0.9701666666666666
4950,0.99
4951,0.89
4952,0.92
4953,0.91
4954,0.99
4955,0.94
4956,0.81
4957,1.0
4958,0.7
4959,0.96
4960,0.43
4961,0.61
4962,0.37
4963,0.99
4964,0.93
4965,0.73
4966,0.92
4967,0.78
4968,0.83
4969,0.33
4970,0.93
4971,0.99
4972,0.98
4973,0.99
4974,0.92
4975,0.92
4976,0.97
4977,1.0
4978,0.98
4979,0.98
4980,0.89
4981,0.95
4982,0.82
4983,1.0
4984,0.87
4985,0.96
4986,0.72
4987,0.67
4988,0.86
4989,0.96
4990,0.62
4991,0.9
4992,0.98
4993,0.38
4994,0.92
4995,0.94
4996,1.0
4997,0.93
4998,0.76
4999,0.97
5000,0.85
5001,0.96
5002,0.98
5003,0.92
5004,0.83
5005,0.92
5006,0.88
5007,0.93
5008,1.0
5009,0.89
5010,0.77
5011,0.92
5012,0.81
5013,0.52
5014,0.92
5015,0.67
5016,0.88
5017,0.85
5018,0.92
5019,0.53
5020,0.96
5021,0.99
5022,0.87
5023,0.78
5024,0.95
5025,0.86
5026,0.92
5027,0.93
5028,0.98
5029,0.96
5030,0.99
5031,0.86
5032,0.93
5033,0.42
5034,0.64
5035,0.98
5036,0.98
5037,0.95
5038,0.83
5039,0.99
5040,0.96
5041,0.97
5042,0.92
5043,0.8
5044,0.96
5045,1.0
5046,0.99
5047,0.44
5048,0.47
5049,0.97
5050,0.95
5051,0.97
5052,0.96
5053,0.95
5054,0.64
5055,0.97
5056,0.84
5057,0.96
5058,0.43
5059,0.93
5060,0.95
5061,0.89
5062,0.98
5063,0.95
5064,0.73
5065,0.98
5066,0.52
5067,0.96
5068,0.42
5069,0.64
5070,0.98
5071,0.87
5072,0.87
5073,0.97
5074,0.83
5075,0.82
5076,0.94
5077,0.92
5078,0.95
5079,0.88
5080,0.9
5081,0.81
5082,0.97
5083,0.69
5084,0.48
5085,0.9
5086,1.0
5087,0.95
5088,0.99
5089,0.97
5090,0.9
5091,0.96
5092,1.0
5093,0.98
5094,0.85
5095,1.0
5096,1.0
5097,0.81
5098,0.94
5099,0.51
5100,0.98
5101,0.96
5102,0.9
5103,0.95
5104,0.6
5105,0.92
5106,0.91
5107,0.98
5108,1.0
5109,0.96
5110,1.0
5111,0.9
5112,0.61
5113,0.89
5114,0.61
5115,0.86
5116,0.78
5117,0.91
5118,0.77
5119,0.81
5120,0.4
5121,0.77
5122,0.97
5123,0.95
5124,1.0
5125,0.76
5126,0.94
5127,0.93
5128,0.5
5129,0.54
5130,0.99
5131,0.91
5132,0.89
5133,0.34
5134,0.95
5135,0.86
5136,0.86
5137,0.96
5138,0.9
5139,0.29
5140,1.0
5141,0.9
5142,0.97
5143,0.91
5144,0.85
5145,0.96
5146,0.92
5147,0.95
5148,0.99
5149,0.9
5150,0.93
5151,0.96
5152,0.87
5153,0.85
5154,1.0
5155,0.53
5156,0.93
5157,0.97
5158,0.82
5159,0.7
5160,0.85
5161,0.86
5162,0.95
5163,0.93
5164,0.96
5165,0.92
5166,0.97
5167,0.75
5168,0.64
5169,0.96
5170,0.98
5171,0.76
5172,0.71
5173,0.96
5174,1.0
5175,0.85
5176,0.9
5177,0.98
5178,0.92
5179,0.5
5180,0.98
5181,0.93
5182,0.9
5183,0.98
5184,0.88
5185,0.95
5186,0.97
5187,0.92
5188,0.91
5189,0.82
5190,0.76
5191,0.95
5192,0.87
5193,0.99
5194,0.71
5195,1.0
5196,0.91
5197,0.77
5198,0.92
5199,0.89
5200,0.97
5201,0.7
5202,0.88
5203,0.95
5204,0.94
5205,0.58
5206,0.98
5207,0.44
5208,0.98
5209,0.91
5210,0.98
5211,1.0
5212,0.96
5213,1.0
5214,0.84
5215,0.75
5216,0.94
5217,0.68
5218,0.94
5219,0.61
5220,1.0
5221,0.91
5222,0.95
5223,1.0
5224,1.0
5225,0.93
5226,0.99
5227,0.95
5228,0.88
5229,0.93
5230,1.0
5231,0.91
5232,0.6
5233,0.98
5234,0.71
5235,0.86
5236,0.9
5237,0.24
5238,0.77
5239,0.82
5240,0.98
5241,0.84
5242,0.28
5243,0.19
5244,0.95
5245,0.42
5246,0.99
5247,0.99
5248,0.92
5249,0.96
5250,0.95
5251,0.98
5252,0.97
5253,0.96
5254,0.87
5255,0.93
5256,0.67
5257,0.55
5258,0.94
5259,0.76
5260,0.53
5261,0.95
5262,0.98
5263,1.0
5264,0.59
5265,1.0
5266,0.9
5267,0.91
5268,0.99
5269,0.87
5270,0.77
5271,0.73
5272,0.82
5273,0.82
5274,0.91
5275,0.96
5276,1.0
5277,1.0
5278,0.5726666666666665
5279,0.63
5280,0.2803333333333333
5281,0.85
5282,0.77
5283,0.87
5284,0.68
5285,0.81
5286,1.0
5287,0.77
5288,0.9
5289,0.92
5290,0.99
5291,0.87
5292,0.89
5293,0.83
5294,0.59
5295,0.77
5296,0.98
5297,0.44
5298,0.99
5299,0.71
5300,0.73
5301,0.97
5302,0.77
5303,0.39
5304,0.99
5305,1.0
5306,0.87
5307,0.95
5308,0.99
5309,0.93
5310,0.95
5311,1.0
5312,0.88
5313,0.8
5314,0.14
5315,0.76
5316,1.0
5317,0.98
5318,0.95
5319,0.85
5320,0.87
5321,0.82
5322,0.66
5323,0.93
5324,0.49
5325,1.0
5326,1.0
5327,0.99
5328,0.92
5329,0.98
5330,0.99
5331,0.23
5332,1.0
5333,0.88
5334,0.64
5335,0.24
5336,1.0
5337,0.95
5338,0.44
5339,0.95
5340,0.76
5341,0.37
5342,0.99
5343,0.93
5344,0.37
5345,0.97
5346,1.0
5347,0.94
5348,0.98
5349,0.63
5350,0.85
5351,0.66
5352,0.94
5353,0.92
5354,0.7
5355,0.84
5356,0.98
5357,1.0
5358,0.32
5359,0.97
5360,0.89
5361,0.6333333333333333
5362,0.87
5363,0.97
5364,0.83
5365,0.68
5366,0.98
5367,0.75
5368,0.88
5369,0.94
5370,0.91
5371,0.72
5372,0.91
5373,0.33
5374,0.98
5375,0.99
5376,0.93
5377,0.95
5378,0.41
5379,0.91
5380,0.95
5381,1.0
5382,0.85
5383,0.73
5384,0.97
5385,0.91
5386,0.82
5387,0.96
5388,0.88
5389,0.93
5390,0.98
5391,0.96
5392,0.91
5393,1.0
5394,0.96
5395,0.46
5396,0.57
5397,0.78
5398,0.99
5399,0.85
5400,0.96
5401,0.98
5402,0.97
5403,0.97
5404,0.95
5405,0.92
5406,0.99
5407,0.96
5408,0.84
5409,1.0
5410,0.71
5411,0.97
5412,0.97
5413,0.8
5414,0.27
5415,0.97
5416,0.9016666666666667
5417,1.0
5418,0.93
5419,0.96
5420,0.92
5421,0.95
5422,0.96
5423,0.98
5424,1.0
5425,0.98
5426,0.84
5427,0.96
5428,0.95
5429,0.92
5430,0.86
5431,0.91
5432,0.83
5433,0.54
5434,0.99
5435,0.85
5436,1.0
5437,0.91
5438,0.98
5439,0.79
5440,0.17
5441,0.695
5442,0.96
5443,0.23
5444,0.43
5445,1.0
5446,0.92
5447,0.99
5448,0.96
5449,0.64
5450,0.93
5451,0.98
5452,0.44
5453,0.7
5454,0.72
5455,0.98
5456,0.63
5457,0.91
5458,0.96
5459,0.59
5460,0.75
5461,0.62
5462,0.98
5463,0.72
5464,0.92
5465,0.96
5466,0.42
5467,0.46
5468,0.47
5469,0.72
5470,1.0
5471,0.96
5472,0.78
5473,0.97
5474,0.83
5475,0.66
5476,0.84
5477,1.0
5478,0.93
5479,0.82
5480,0.46
5481,0.95
5482,0.89
5483,0.33
5484,0.91
5485,0.46
5486,0.8
5487,0.96
5488,0.7
5489,0.88
5490,0.92
5491,0.64
5492,0.44
5493,0.97
5494,0.74
5495,0.99
5496,0.95
5497,0.97
5498,0.98
5499,0.46
5500,0.98
5501,0.51
5502,0.96
5503,0.91
5504,0.57
5505,1.0
5506,0.83
5507,0.99
5508,0.94
5509,0.95
5510,0.96
5511,0.5
5512,0.95
5513,0.92
5514,0.93
5515,0.37
5516,0.97
5517,0.79
5518,0.96
5519,0.81
5520,0.98
5521,0.99
5522,0.98
5523,0.98
5524,0.91
5525,0.93
5526,0.58
5527,0.87
5528,0.78
5529,0.88
5530,0.82
5531,0.97
5532,0.96
5533,0.96
5534,0.97
5535,0.94
5536,0.99
5537,0.89
5538,0.53
5539,0.97
5540,0.98
5541,0.93
5542,0.95
5543,0.96
5544,0.82
5545,0.72
5546,0.99
5547,0.96
5548,0.91
5549,0.82
5550,0.97
5551,1.0
5552,0.85
5553,0.51
5554,0.96
5555,0.68
5556,0.48
5557,0.72
5558,0.96
5559,0.59
5560,0.92
5561,0.89
5562,0.85
5563,0.91
5564,0.55
5565,0.81
5566,0.91
5567,0.77
5568,0.93
5569,0.97
5570,1.0
5571,0.84
5572,0.97
5573,0.95
5574,0.99
5575,0.99
5576,0.4
5577,0.94
5578,0.68
5579,0.84
5580,1.0
5581,0.75
5582,0.91
5583,0.97
5584,0.82
5585,0.82
5586,0.92
5587,0.63
5588,0.9
5589,0.96
5590,0.88
5591,0.97
5592,0.92
5593,0.45
5594,0.86
5595,0.77
5596,0.96
5597,0.97
5598,0.94
5599,0.96
5600,0.99
5601,0.99
5602,0.99
5603,0.96
5604,0.98
5605,0.83
5606,1.0
5607,0.97
5608,0.72
5609,0.66
5610,0.96
5611,0.89
5612,0.99
5613,1.0
5614,0.8
5615,1.0
5616,0.9
5617,0.92
5618,1.0
5619,0.99
5620,0.91
5621,0.95
5622,1.0
5623,0.91
5624,0.43
5625,0.77
5626,0.95
5627,0.86
5628,0.86
5629,0.85
5630,0.42
5631,0.95
5632,0.82
5633,0.95
5634,0.99
5635,0.93
5636,0.98
5637,1.0
5638,0.85
5639,1.0
5640,0.81
5641,0.25
5642,0.97
5643,0.98
5644,0.97
5645,0.92
5646,0.83
5647,0.92
5648,0.94
5649,1.0
5650,0.95
5651,0.93
5652,0.84
5653,0.29
5654,1.0
5655,0.76
5656,0.9
5657,0.45
5658,0.99
5659,0.99
5660,0.99
5661,0.86
5662,0.54
5663,0.82
5664,0.2803333333333333
5665,1.0
5666,0.81
5667,0.98
5668,0.93
5669,0.99
5670,0.97
5671,0.66
5672,0.99
5673,0.32
5674,0.75
5675,0.94
5676,0.92
5677,0.39
5678,0.94
5679,0.85
5680,0.96
5681,0.88
5682,0.88
5683,0.73
5684,0.95
5685,0.97
5686,1.0
5687,0.92
5688,0.25
5689,0.87
5690,0.55
5691,0.48
5692,0.98
5693,0.94
5694,0.6
5695,0.16
5696,0.98
5697,0.96
5698,0.61
5699,0.97
5700,0.75
5701,0.92
5702,0.72
5703,0.75
5704,0.88
5705,0.85
5706,0.79
5707,0.84
5708,0.91
5709,1.0
5710,1.0
5711,0.42
5712,0.98
5713,0.83
5714,0.91
5715,0.77
5716,0.94
5717,0.88
5718,0.97
5719,0.68
5720,0.97
5721,0.82
5722,0.74
5723,0.97
5724,0.97
5725,0.95
5726,0.87
5727,0.95
5728,0.95
5729,0.93
5730,0.97
5731,0.98
5732,0.89
5733,0.96
5734,0.96
5735,0.29
5736,0.77
5737,0.92
5738,0.96
5739,0.64
5740,0.95
5741,0.81
5742,0.97
5743,0.71
5744,0.87
5745,0.91
5746,1.0
5747,0.09
5748,0.84
5749,0.96
5750,0.6
5751,0.86
5752,0.94
5753,0.54
5754,0.99
5755,0.77
5756,0.66
5757,0.64
5758,0.92
5759,0.82
5760,0.87
5761,0.85
5762,0.94
5763,0.99
5764,0.99
5765,0.48
5766,1.0
5767,0.52
5768,0.82
5769,1.0
5770,0.92
5771,0.99
5772,0.54
5773,0.95
5774,0.85
5775,0.96
5776,0.87
5777,0.97
5778,0.7
5779,0.96
5780,0.92
5781,0.64
5782,0.95
5783,0.99
5784,0.78
5785,0.95
5786,0.99
5787,1.0
5788,1.0
5789,0.96
5790,0.96
5791,0.98
5792,0.56
5793,0.79
5794,0.77
5795,1.0
5796,0.85
5797,0.97
5798,0.97
5799,0.92
5800,0.98
5801,0.4
5802,0.96
5803,0.91
5804,0.74
5805,0.72
5806,0.74
5807,0.97
5808,0.99
5809,0.92
5810,0.85
5811,1.0
5812,0.29
5813,0.93
5814,0.65
5815,0.84
5816,0.8
5817,0.98
5818,1.0
5819,0.99
5820,0.8
5821,0.95
5822,0.55
5823,0.9
5824,1.0
5825,0.99
5826,1.0
5827,0.89
5828,0.77
5829,0.98
5830,0.7
5831,0.9
5832,0.96
5833,0.92
5834,0.9
5835,0.82
5836,0.93
5837,0.94
5838,0.9
5839,1.0
5840,0.81
5841,0.93
5842,0.86
5843,0.99
5844,0.9
5845,0.47
5846,0.89
5847,0.71
5848,0.67
5849,0.98
5850,1.0
5851,0.61
5852,0.83
5853,0.91
5854,0.83
5855,1.0
5856,0.96
5857,0.97
5858,1.0
5859,0.96
5860,0.7
5861,0.98
5862,1.0
5863,0.94
5864,0.87
5865,0.97
5866,0.8
5867,0.97
5868,0.89
5869,0.99
5870,0.97
5871,0.99
5872,1.0
5873,1.0
5874,0.79
5875,1.0
5876,0.91
5877,1.0
5878,0.47
5879,0.95
5880,0.87
5881,0.83
5882,0.7
5883,0.92
5884,0.98
5885,0.92
5886,0.98
5887,0.64
5888,1.0
5889,0.88
5890,0.93
5891,0.96
5892,0.91
5893,0.97
5894,0.79
5895,0.65
5896,0.13
5897,0.85
5898,0.45
5899,0.92
5900,0.87
5901,0.95
5902,1.0
5903,0.89
5904,0.9
5905,0.92
5906,1.0
5907,0.98
5908,0.94
5909,0.97
5910,0.14
5911,0.24666666666666665
5912,0.98
5913,1.0
5914,0.98
5915,0.82
5916,0.97
5917,0.82
5918,0.92
5919,0.78
5920,0.91
5921,0.97
5922,0.9
5923,0.5
5924,0.76
5925,0.95
5926,0.92
5927,0.41
5928,0.99
5929,0.99
5930,0.53
5931,0.54
5932,0.89
5933,0.86
5934,0.94
5935,0.96
5936,0.99
5937,0.91
5938,0.73
5939,1.0
5940,0.91
5941,0.7
5942,0.93
5943,0.6
5944,1.0
5945,0.9
5946,0.58
5947,0.94
5948,0.9
5949,0.9
5950,0.94
5951,0.98
5952,0.96
5953,0.59
5954,1.0
5955,0.93
5956,0.89
5957,0.98
5958,0.72
5959,0.84
5960,0.99
5961,0.94
5962,0.99
5963,0.98
5964,1.0
5965,0.72
5966,0.97
5967,1.0
5968,0.73
5969,0.99
5970,0.92
5971,0.96
5972,0.83
5973,1.0
5974,0.95
5975,0.93
5976,1.0
5977,0.32
5978,0.5
5979,0.88
5980,0.79
5981,0.88
5982,0.67
5983,0.99
5984,0.97
5985,0.84
5986,0.89
5987,0.92
5988,0.99
5989,1.0
5990,0.95
5991,0.85
5992,0.33
5993,0.51
5994,1.0
5995,0.92
5996,0.98
5997,0.66
5998,0.95
5999,1.0
